Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
2009-05-23,Guatemala,4,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,India,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Ireland,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Israel,7,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Italy,14,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Japan,321,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Malaysia,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Mexico,3892,75,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Netherlands,3,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,New Zealand,9,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Norway,4,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Panama,76,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Peru,5,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Philippines,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Poland,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Portugal,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Russia,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Spain,126,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Sweden,3,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Switzerland,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Thailand,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Turkey,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,United Kingdom,117,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,United States of America,6552,9,https://www.who.int/csr/don/2009_05_23/en/
2009-05-25,Argentina,2,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Australia,16,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Austria,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Belgium,7,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Brazil,9,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Canada,805,1,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Chile,44,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,China,15,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Colombia,13,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Costa Rica,28,1,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Cuba,4,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Denmark,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Ecuador,10,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,El Salvador,6,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Finland,2,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,France,16,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Germany,17,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Greece,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Guatemala,4,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Honduras,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Iceland,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,India,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Ireland,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Israel,8,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Italy,19,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Japan,345,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Kuwait,18,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Malaysia,2,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Mexico,4174,80,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Netherlands,3,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,New Zealand,9,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Norway,4,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Panama,76,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Peru,25,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Philippines,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Poland,3,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Portugal,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Russia,1,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Spain,133,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Sweden,3,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Switzerland,3,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Thailand,2,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,Turkey,2,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,United Kingdom,122,0,https://www.who.int/csr/don/2009_05_25/en/
2009-05-25,United States of America,6552,9,https://www.who.int/csr/don/2009_05_25/en/
2009-05-26,Argentina,5,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Australia,19,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Austria,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Belgium,7,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Brazil,9,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Canada,921,1,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Chile,74,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,China,20,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Colombia,16,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Cuba,4,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Denmark,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Ecuador,24,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,El Salvador,6,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Finland,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,France,16,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Germany,17,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Greece,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Guatemala,4,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Honduras,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Iceland,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,India,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Ireland,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Israel,8,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Italy,19,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Japan,350,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Kuwait,18,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Malaysia,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Mexico,4174,80,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Netherlands,3,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,New Zealand,9,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Norway,4,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Panama,76,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Peru,27,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Philippines,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Poland,3,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Portugal,1,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Republic of Korea,21,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Russia,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Spain,136,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Sweden,3,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Switzerland,3,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Thailand,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,Turkey,2,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,United Kingdom,137,0,https://www.who.int/csr/don/2009_05_26/en/
2009-05-26,United States of America,6764,10,https://www.who.int/csr/don/2009_05_26/en/
2009-05-27,Argentina,19,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Australia,39,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Austria,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Bahrain,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Belgium,7,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Brazil,9,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Canada,921,1,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Chile,86,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,China,22,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Colombia,16,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Cuba,4,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Denmark,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Ecuador,28,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,El Salvador,11,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Finland,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,France,16,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Germany,17,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Greece,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Guatemala,5,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Honduras,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Iceland,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,India,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Ireland,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Israel,9,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Italy,23,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Japan,360,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Kuwait,18,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Malaysia,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Mexico,4541,83,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Netherlands,3,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,New Zealand,9,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Norway,4,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Panama,76,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Peru,27,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Philippines,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Poland,3,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Portugal,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Republic of Korea,21,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Russia,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Singapore,1,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Spain,138,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Sweden,3,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Switzerland,3,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Thailand,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,Turkey,2,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,United Kingdom,137,0,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-27,United States of America,6764,10,https://www.who.int/csr/don/2009_05_27a/en/
2009-05-29,Argentina,37,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Australia,147,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Austria,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Bahrain,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Belgium,8,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Brazil,10,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Canada,1118,2,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Chile,165,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,China,30,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Colombia,17,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Cuba,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Czech Republic,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Denmark,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Dominican Republic,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Ecuador,32,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,El Salvador,11,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Finland,3,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,France,21,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Germany,19,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Greece,3,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Guatemala,5,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Honduras,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Iceland,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,India,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Ireland,3,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Israel,11,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Italy,26,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Japan,364,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Kuwait,18,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Malaysia,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Mexico,4910,85,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Netherlands,3,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,New Zealand,9,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Norway,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Panama,107,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Peru,31,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Philippines,6,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Poland,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Portugal,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Republic of Korea,33,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Romania,3,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Russia,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Singapore,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Slovakia,1,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Spain,143,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Sweden,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Switzerland,4,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Thailand,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Turkey,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,United Kingdom,203,0,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,United States of America,7927,11,https://www.who.int/csr/don/2009_05_29/en/
2009-05-29,Uruguay,2,0,https://www.who.int/csr/don/2009_05_29/en/
2009-06-01,Argentina,100,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Australia,297,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Austria,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Bahamas,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Bahrain,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Belgium,12,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Bolivia,3,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Brazil,18,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Canada,1336,2,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Chile,250,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,China,52,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Colombia,20,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Costa Rica,37,1,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Cuba,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Cyprus,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Czech Republic,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Denmark,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Dominican Republic,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Ecuador,39,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,El Salvador,27,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Estonia,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Finland,3,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,France,24,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Germany,28,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Greece,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Guatemala,12,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Honduras,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Hungary,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Iceland,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,India,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Ireland,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Israel,19,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Italy,29,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Jamaica,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Japan,370,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Kuwait,18,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Malaysia,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Mexico,5029,97,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Netherlands,3,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,New Zealand,9,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Norway,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Panama,107,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Paraguay,5,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Peru,36,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Philippines,16,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Poland,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Portugal,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Republic of Korea,33,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Romania,3,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Russia,3,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Singapore,5,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Slovakia,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Spain,178,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Sweden,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Switzerland,8,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Thailand,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Turkey,4,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,United Kingdom,229,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,United States of America,8975,15,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Uruguay,11,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Venezuela,2,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-01,Viet Nam,1,0,https://www.who.int/csr/don/2009_06_01a/en/
2009-06-03,Argentina,131,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Australia,501,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Austria,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Bahamas,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Bahrain,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Belgium,13,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Bolivia,3,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Brazil,20,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Bulgaria,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Canada,1530,2,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Chile,313,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,China,69,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Colombia,20,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Costa Rica,50,1,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Cuba,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Cyprus,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Czech Republic,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Denmark,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Dominican Republic,11,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Ecuador,39,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Egypt,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,El Salvador,41,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Estonia,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Finland,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,France,26,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Germany,28,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Greece,5,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Guatemala,14,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Honduras,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Hungary,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Iceland,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,India,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Ireland,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Israel,33,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Italy,30,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Jamaica,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Japan,385,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Kuwait,18,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Lebanon,3,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Malaysia,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Mexico,5029,97,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Netherlands,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,New Zealand,10,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Nicaragua,1,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Norway,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Panama,155,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Paraguay,5,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Peru,40,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Philippines,16,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Poland,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Portugal,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Republic of Korea,41,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Romania,5,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Russia,3,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Singapore,9,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Slovakia,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Spain,180,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Sweden,7,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Switzerland,10,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Thailand,2,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Turkey,4,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,United Kingdom,339,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,United States of America,10053,17,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Uruguay,15,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Venezuela,3,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-03,Viet Nam,3,0,https://www.who.int/csr/don/2009_06_03/en/
2009-06-05,Argentina,147,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Australia,876,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Austria,2,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Bahamas,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Bahrain,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Barbados,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Belgium,13,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Bolivia,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Brazil,28,0,https://www.who.int/csr/don/2009_06_05/en/
